	template	CP2021	ISCO	unique-ID	ident_term	number	gender	gen_spec	templ_ID
11820	l* agricolt* e operai* agricol* specializzat* di giardini e vivai, di coltivazioni di fiori e piante ornamentali aspirano a	6.4.1.3.1	611	726_4-p-n-*-it	l* agricolt* e operai* agricol* specializzat* di giardini e vivai, di coltivazioni di fiori e piante ornamentali	plural	neutral	*	to aspire to-indicative-present-affirmative
11821	l* agricolt* e operai* agricol* specializzat* di giardini e vivai, di coltivazioni di fiori e piante ornamentali sono	6.4.1.3.1	611	726_4-p-n-*-it	l* agricolt* e operai* agricol* specializzat* di giardini e vivai, di coltivazioni di fiori e piante ornamentali	plural	neutral	*	to be-indicative-present-affirmative
11822	l* agricolt* e operai* agricol* specializzat* di giardini e vivai, di coltivazioni di fiori e piante ornamentali sono considerat*	6.4.1.3.1	611	726_4-p-n-*-it	l* agricolt* e operai* agricol* specializzat* di giardini e vivai, di coltivazioni di fiori e piante ornamentali	plural	neutral	*	to be considered-indicative-present-affirmative
11823	l* agricolt* e operai* agricol* specializzat* di giardini e vivai, di coltivazioni di fiori e piante ornamentali fanno	6.4.1.3.1	611	726_4-p-n-*-it	l* agricolt* e operai* agricol* specializzat* di giardini e vivai, di coltivazioni di fiori e piante ornamentali	plural	neutral	*	to do-indicative-present-affirmative
11824	gli agricoltori e operai agricoli specializzati di giardini e vivai, di coltivazioni di fiori e piante ornamentali aspirano a	6.4.1.3.1	611	726_4-p-m-b-it	gli agricoltori e operai agricoli specializzati di giardini e vivai, di coltivazioni di fiori e piante ornamentali	plural	male	binary	to aspire to-indicative-present-affirmative
11825	gli agricoltori e operai agricoli specializzati di giardini e vivai, di coltivazioni di fiori e piante ornamentali sono	6.4.1.3.1	611	726_4-p-m-b-it	gli agricoltori e operai agricoli specializzati di giardini e vivai, di coltivazioni di fiori e piante ornamentali	plural	male	binary	to be-indicative-present-affirmative
11826	gli agricoltori e operai agricoli specializzati di giardini e vivai, di coltivazioni di fiori e piante ornamentali sono considerati	6.4.1.3.1	611	726_4-p-m-b-it	gli agricoltori e operai agricoli specializzati di giardini e vivai, di coltivazioni di fiori e piante ornamentali	plural	male	binary	to be considered-indicative-present-affirmative
11827	gli agricoltori e operai agricoli specializzati di giardini e vivai, di coltivazioni di fiori e piante ornamentali fanno	6.4.1.3.1	611	726_4-p-m-b-it	gli agricoltori e operai agricoli specializzati di giardini e vivai, di coltivazioni di fiori e piante ornamentali	plural	male	binary	to do-indicative-present-affirmative
11828	le agricoltrici e operaie agricole specializzate di giardini e vivai, di coltivazioni di fiori e piante ornamentali aspirano a	6.4.1.3.1	611	726_4-p-f-b-it	le agricoltrici e operaie agricole specializzate di giardini e vivai, di coltivazioni di fiori e piante ornamentali	plural	female	binary	to aspire to-indicative-present-affirmative
11829	le agricoltrici e operaie agricole specializzate di giardini e vivai, di coltivazioni di fiori e piante ornamentali sono	6.4.1.3.1	611	726_4-p-f-b-it	le agricoltrici e operaie agricole specializzate di giardini e vivai, di coltivazioni di fiori e piante ornamentali	plural	female	binary	to be-indicative-present-affirmative
11830	le agricoltrici e operaie agricole specializzate di giardini e vivai, di coltivazioni di fiori e piante ornamentali sono considerate	6.4.1.3.1	611	726_4-p-f-b-it	le agricoltrici e operaie agricole specializzate di giardini e vivai, di coltivazioni di fiori e piante ornamentali	plural	female	binary	to be considered-indicative-present-affirmative
11831	le agricoltrici e operaie agricole specializzate di giardini e vivai, di coltivazioni di fiori e piante ornamentali fanno	6.4.1.3.1	611	726_4-p-f-b-it	le agricoltrici e operaie agricole specializzate di giardini e vivai, di coltivazioni di fiori e piante ornamentali	plural	female	binary	to do-indicative-present-affirmative
11832	l'agricolt* e operai* agricol* specializzat* di coltivazioni ortive in serra, di ortive protette o di orti stabili aspira a	6.4.1.3.2	611	726_5-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di coltivazioni ortive in serra, di ortive protette o di orti stabili	singular	neutral	*	to aspire to-indicative-present-affirmative
11833	l'agricolt* e operai* agricol* specializzat* di coltivazioni ortive in serra, di ortive protette o di orti stabili è	6.4.1.3.2	611	726_5-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di coltivazioni ortive in serra, di ortive protette o di orti stabili	singular	neutral	*	to be-indicative-present-affirmative
11834	l'agricolt* e operai* agricol* specializzat* di coltivazioni ortive in serra, di ortive protette o di orti stabili è considerat*	6.4.1.3.2	611	726_5-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di coltivazioni ortive in serra, di ortive protette o di orti stabili	singular	neutral	*	to be considered-indicative-present-affirmative
11835	l'agricolt* e operai* agricol* specializzat* di coltivazioni ortive in serra, di ortive protette o di orti stabili fa	6.4.1.3.2	611	726_5-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di coltivazioni ortive in serra, di ortive protette o di orti stabili	singular	neutral	*	to do-indicative-present-affirmative
11836	l'agricoltore e operaio agricolo specializzato di coltivazioni ortive in serra, di ortive protette o di orti stabili aspira a	6.4.1.3.2	611	726_5-s-m-b-it	l'agricoltore e operaio agricolo specializzato di coltivazioni ortive in serra, di ortive protette o di orti stabili	singular	male	binary	to aspire to-indicative-present-affirmative
11837	l'agricoltore e operaio agricolo specializzato di coltivazioni ortive in serra, di ortive protette o di orti stabili è	6.4.1.3.2	611	726_5-s-m-b-it	l'agricoltore e operaio agricolo specializzato di coltivazioni ortive in serra, di ortive protette o di orti stabili	singular	male	binary	to be-indicative-present-affirmative
11838	l'agricoltore e operaio agricolo specializzato di coltivazioni ortive in serra, di ortive protette o di orti stabili è considerato	6.4.1.3.2	611	726_5-s-m-b-it	l'agricoltore e operaio agricolo specializzato di coltivazioni ortive in serra, di ortive protette o di orti stabili	singular	male	binary	to be considered-indicative-present-affirmative
11839	l'agricoltore e operaio agricolo specializzato di coltivazioni ortive in serra, di ortive protette o di orti stabili fa	6.4.1.3.2	611	726_5-s-m-b-it	l'agricoltore e operaio agricolo specializzato di coltivazioni ortive in serra, di ortive protette o di orti stabili	singular	male	binary	to do-indicative-present-affirmative
11840	l'agricoltrice e operaia agricola specializzata di coltivazioni ortive in serra, di ortive protette o di orti stabili aspira a	6.4.1.3.2	611	726_5-s-f-b-it	l'agricoltrice e operaia agricola specializzata di coltivazioni ortive in serra, di ortive protette o di orti stabili	singular	female	binary	to aspire to-indicative-present-affirmative
11841	l'agricoltrice e operaia agricola specializzata di coltivazioni ortive in serra, di ortive protette o di orti stabili è	6.4.1.3.2	611	726_5-s-f-b-it	l'agricoltrice e operaia agricola specializzata di coltivazioni ortive in serra, di ortive protette o di orti stabili	singular	female	binary	to be-indicative-present-affirmative
11842	l'agricoltrice e operaia agricola specializzata di coltivazioni ortive in serra, di ortive protette o di orti stabili è considerata	6.4.1.3.2	611	726_5-s-f-b-it	l'agricoltrice e operaia agricola specializzata di coltivazioni ortive in serra, di ortive protette o di orti stabili	singular	female	binary	to be considered-indicative-present-affirmative
11843	l'agricoltrice e operaia agricola specializzata di coltivazioni ortive in serra, di ortive protette o di orti stabili fa	6.4.1.3.2	611	726_5-s-f-b-it	l'agricoltrice e operaia agricola specializzata di coltivazioni ortive in serra, di ortive protette o di orti stabili	singular	female	binary	to do-indicative-present-affirmative
11844	l* agricolt* e operai* agricol* specializzat* di coltivazioni ortive in serra, di ortive protette o di orti stabili aspirano a	6.4.1.3.2	611	726_5-p-n-*-it	l* agricolt* e operai* agricol* specializzat* di coltivazioni ortive in serra, di ortive protette o di orti stabili	plural	neutral	*	to aspire to-indicative-present-affirmative
11845	l* agricolt* e operai* agricol* specializzat* di coltivazioni ortive in serra, di ortive protette o di orti stabili sono	6.4.1.3.2	611	726_5-p-n-*-it	l* agricolt* e operai* agricol* specializzat* di coltivazioni ortive in serra, di ortive protette o di orti stabili	plural	neutral	*	to be-indicative-present-affirmative
11846	l* agricolt* e operai* agricol* specializzat* di coltivazioni ortive in serra, di ortive protette o di orti stabili sono considerat*	6.4.1.3.2	611	726_5-p-n-*-it	l* agricolt* e operai* agricol* specializzat* di coltivazioni ortive in serra, di ortive protette o di orti stabili	plural	neutral	*	to be considered-indicative-present-affirmative
11847	l* agricolt* e operai* agricol* specializzat* di coltivazioni ortive in serra, di ortive protette o di orti stabili fanno	6.4.1.3.2	611	726_5-p-n-*-it	l* agricolt* e operai* agricol* specializzat* di coltivazioni ortive in serra, di ortive protette o di orti stabili	plural	neutral	*	to do-indicative-present-affirmative
11848	gli agricoltori e operai agricoli specializzati di coltivazioni ortive in serra, di ortive protette o di orti stabili aspirano a	6.4.1.3.2	611	726_5-p-m-b-it	gli agricoltori e operai agricoli specializzati di coltivazioni ortive in serra, di ortive protette o di orti stabili	plural	male	binary	to aspire to-indicative-present-affirmative
11849	gli agricoltori e operai agricoli specializzati di coltivazioni ortive in serra, di ortive protette o di orti stabili sono	6.4.1.3.2	611	726_5-p-m-b-it	gli agricoltori e operai agricoli specializzati di coltivazioni ortive in serra, di ortive protette o di orti stabili	plural	male	binary	to be-indicative-present-affirmative
11850	gli agricoltori e operai agricoli specializzati di coltivazioni ortive in serra, di ortive protette o di orti stabili sono considerati	6.4.1.3.2	611	726_5-p-m-b-it	gli agricoltori e operai agricoli specializzati di coltivazioni ortive in serra, di ortive protette o di orti stabili	plural	male	binary	to be considered-indicative-present-affirmative
11851	gli agricoltori e operai agricoli specializzati di coltivazioni ortive in serra, di ortive protette o di orti stabili fanno	6.4.1.3.2	611	726_5-p-m-b-it	gli agricoltori e operai agricoli specializzati di coltivazioni ortive in serra, di ortive protette o di orti stabili	plural	male	binary	to do-indicative-present-affirmative
11852	le agricoltrici e operaie agricole specializzate di coltivazioni ortive in serra, di ortive protette o di orti stabili aspirano a	6.4.1.3.2	611	726_5-p-f-b-it	le agricoltrici e operaie agricole specializzate di coltivazioni ortive in serra, di ortive protette o di orti stabili	plural	female	binary	to aspire to-indicative-present-affirmative
11853	le agricoltrici e operaie agricole specializzate di coltivazioni ortive in serra, di ortive protette o di orti stabili sono	6.4.1.3.2	611	726_5-p-f-b-it	le agricoltrici e operaie agricole specializzate di coltivazioni ortive in serra, di ortive protette o di orti stabili	plural	female	binary	to be-indicative-present-affirmative
11854	le agricoltrici e operaie agricole specializzate di coltivazioni ortive in serra, di ortive protette o di orti stabili sono considerate	6.4.1.3.2	611	726_5-p-f-b-it	le agricoltrici e operaie agricole specializzate di coltivazioni ortive in serra, di ortive protette o di orti stabili	plural	female	binary	to be considered-indicative-present-affirmative
11855	le agricoltrici e operaie agricole specializzate di coltivazioni ortive in serra, di ortive protette o di orti stabili fanno	6.4.1.3.2	611	726_5-p-f-b-it	le agricoltrici e operaie agricole specializzate di coltivazioni ortive in serra, di ortive protette o di orti stabili	plural	female	binary	to do-indicative-present-affirmative
11856	l'agricolt* e operai* agricol* specializzat* di colture miste aspira a	6.4.1.4.0	611	726_6-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di colture miste	singular	neutral	*	to aspire to-indicative-present-affirmative
11857	l'agricolt* e operai* agricol* specializzat* di colture miste è	6.4.1.4.0	611	726_6-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di colture miste	singular	neutral	*	to be-indicative-present-affirmative
11858	l'agricolt* e operai* agricol* specializzat* di colture miste è considerat*	6.4.1.4.0	611	726_6-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di colture miste	singular	neutral	*	to be considered-indicative-present-affirmative
11859	l'agricolt* e operai* agricol* specializzat* di colture miste fa	6.4.1.4.0	611	726_6-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di colture miste	singular	neutral	*	to do-indicative-present-affirmative
11860	l'agricoltore e operaio agricolo specializzato di colture miste aspira a	6.4.1.4.0	611	726_6-s-m-b-it	l'agricoltore e operaio agricolo specializzato di colture miste	singular	male	binary	to aspire to-indicative-present-affirmative
11861	l'agricoltore e operaio agricolo specializzato di colture miste è	6.4.1.4.0	611	726_6-s-m-b-it	l'agricoltore e operaio agricolo specializzato di colture miste	singular	male	binary	to be-indicative-present-affirmative
11862	l'agricoltore e operaio agricolo specializzato di colture miste è considerato	6.4.1.4.0	611	726_6-s-m-b-it	l'agricoltore e operaio agricolo specializzato di colture miste	singular	male	binary	to be considered-indicative-present-affirmative
11863	l'agricoltore e operaio agricolo specializzato di colture miste fa	6.4.1.4.0	611	726_6-s-m-b-it	l'agricoltore e operaio agricolo specializzato di colture miste	singular	male	binary	to do-indicative-present-affirmative
11864	l'agricoltrice e operaia agricola specializzata di colture miste aspira a	6.4.1.4.0	611	726_6-s-f-b-it	l'agricoltrice e operaia agricola specializzata di colture miste	singular	female	binary	to aspire to-indicative-present-affirmative
11865	l'agricoltrice e operaia agricola specializzata di colture miste è	6.4.1.4.0	611	726_6-s-f-b-it	l'agricoltrice e operaia agricola specializzata di colture miste	singular	female	binary	to be-indicative-present-affirmative
11866	l'agricoltrice e operaia agricola specializzata di colture miste è considerata	6.4.1.4.0	611	726_6-s-f-b-it	l'agricoltrice e operaia agricola specializzata di colture miste	singular	female	binary	to be considered-indicative-present-affirmative
